Fantasy Team Id,User Id
65,55
63,54
60,53
61,52
61,51
59,50
34,46
32,45
33,44
48,43
39,42
43,41
44,40
51,38
39,37
41,36
37,35
42,34
46,33
58,32
47,31
40,30
54,29
41,27
57,26
40,25
38,24
55,23
45,22
33,21
37,20
36,19
57,18
53,17
56,16
45,15
49,14
50,13
52,12
38,11
32,10
53,9
49,8
32,7
42,6
35,5
31,4
34,3
